City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
661,Kisangani,CD,79.18,overcast clouds,0.5167,25.2,Grand Ramela Hotel
662,Hasaki,JP,72.28,moderate rain,35.7333,140.8333,Inubosaki Kanko Hotel
663,Sungairaya,ID,79.52,overcast clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
664,Waingapu,ID,77.49,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
665,Avera,US,74.55,overcast clouds,33.194,-82.5271,
667,Jabinyanah,TN,71.1,clear sky,35.035,10.9081,maison belmabrouk
668,Tambura,SS,80.96,broken clouds,5.6,27.4667,Rikito Lodge
669,Denpasar,ID,82.06,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
671,Majene,ID,78.62,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
672,Bouafle,CI,90.97,scattered clouds,6.9904,-5.7442,Hotel Zaouli
676,Banda Aceh,ID,81.59,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
677,Romitan,UZ,73.35,scattered clouds,39.9343,64.3814,Hotel Temur
678,Mabaruma,GY,81.03,broken clouds,8.2,-59.7833,Monty Brooms Guest House
680,Ramhormoz,IR,83.88,clear sky,31.28,49.6035,کافی نت کاریزما
681,Kochi,IN,76.98,overcast clouds,9.9399,76.2602,Trident Hotel Cochin
683,Sao Filipe,CV,75.81,few clouds,14.8961,-24.4956,Hotel Xaguate
689,Aguimes,ES,70.66,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
691,Monticello,US,73.33,clear sky,45.3055,-93.7941,Super 8 by Wyndham Monticello
692,Longido,TZ,70.14,overcast clouds,-2.7333,36.6833,Longido Mountain Lodge
694,Vao,NC,72.93,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
697,Abu Dhabi,AE,84.31,clear sky,24.4667,54.3667,Beach Rotana
699,Magan,ES,87.49,few clouds,39.9683,-3.931,Hotel Pattaya
